,Equipo,Tabla,n_sim,Posición
23073,La Serena,Ponderada,641,16
23074,Coquimbo Unido,Absoluta,641,17
23075,Coquimbo Unido,Ponderada,641,9
23076,Everton,Absoluta,642,6
23077,Everton,Ponderada,642,13
23078,O'Higgins,Absoluta,642,7
23079,O'Higgins,Ponderada,642,6
23080,Antofagasta,Absoluta,642,4
23081,Antofagasta,Ponderada,642,10
23082,Audax Italiano,Absoluta,642,16
23083,Audax Italiano,Ponderada,642,11
23084,Santiago Wanderers,Absoluta,642,10
23085,Santiago Wanderers,Ponderada,642,8
23086,Huachipato,Absoluta,642,9
23087,Huachipato,Ponderada,642,9
23088,Unión Española,Absoluta,642,2
23089,Unión Española,Ponderada,642,3
23090,Curicó Unido,Absoluta,642,8
23091,Curicó Unido,Ponderada,642,15
23092,Colo-Colo,Absoluta,642,18
23093,Colo-Colo,Ponderada,642,5
23094,Unión La Calera,Absoluta,642,3
23095,Unión La Calera,Ponderada,642,2
23096,Universidad de Concepción,Absoluta,642,13
23097,Universidad de Concepción,Ponderada,642,18
23098,Palestino,Absoluta,642,5
23099,Palestino,Ponderada,642,4
23100,Universidad de Chile,Absoluta,642,11
23101,Universidad de Chile,Ponderada,642,16
23102,Cobresal,Absoluta,642,12
23103,Cobresal,Ponderada,642,12
23104,Universidad Católica,Absoluta,642,1
23105,Universidad Católica,Ponderada,642,1
23106,Iquique,Absoluta,642,17
23107,Iquique,Ponderada,642,17
23108,La Serena,Absoluta,642,15
23109,La Serena,Ponderada,642,14
23110,Coquimbo Unido,Absoluta,642,14
23111,Coquimbo Unido,Ponderada,642,7
23112,Everton,Absoluta,643,8
23113,Everton,Ponderada,643,12
23114,O'Higgins,Absoluta,643,12
23115,O'Higgins,Ponderada,643,8
23116,Antofagasta,Absoluta,643,7
23117,Antofagasta,Ponderada,643,13
23118,Audax Italiano,Absoluta,643,17
23119,Audax Italiano,Ponderada,643,11
23120,Santiago Wanderers,Absoluta,643,11
23121,Santiago Wanderers,Ponderada,643,7
23122,Huachipato,Absoluta,643,4
23123,Huachipato,Ponderada,643,5
23124,Unión Española,Absoluta,643,3
23125,Unión Española,Ponderada,643,3
23126,Curicó Unido,Absoluta,643,10
23127,Curicó Unido,Ponderada,643,16
23128,Colo-Colo,Absoluta,643,14
23129,Colo-Colo,Ponderada,643,6
23130,Unión La Calera,Absoluta,643,2
23131,Unión La Calera,Ponderada,643,2
23132,Universidad de Concepción,Absoluta,643,9
23133,Universidad de Concepción,Ponderada,643,18
23134,Palestino,Absoluta,643,6
23135,Palestino,Ponderada,643,4
23136,Universidad de Chile,Absoluta,643,5
23137,Universidad de Chile,Ponderada,643,15
23138,Cobresal,Absoluta,643,16
23139,Cobresal,Ponderada,643,14
23140,Universidad Católica,Absoluta,643,1
23141,Universidad Católica,Ponderada,643,1
23142,Iquique,Absoluta,643,15
23143,Iquique,Ponderada,643,17
23144,La Serena,Absoluta,643,13
23145,La Serena,Ponderada,643,10
23146,Coquimbo Unido,Absoluta,643,18
23147,Coquimbo Unido,Ponderada,643,9
23148,Everton,Absoluta,644,11
23149,Everton,Ponderada,644,16
23150,O'Higgins,Absoluta,644,9
23151,O'Higgins,Ponderada,644,8
23152,Antofagasta,Absoluta,644,6
23153,Antofagasta,Ponderada,644,14
23154,Audax Italiano,Absoluta,644,17
23155,Audax Italiano,Ponderada,644,10
23156,Santiago Wanderers,Absoluta,644,10
23157,Santiago Wanderers,Ponderada,644,7
23158,Huachipato,Absoluta,644,7
23159,Huachipato,Ponderada,644,6
23160,Unión Española,Absoluta,644,2
23161,Unión Española,Ponderada,644,3
23162,Curicó Unido,Absoluta,644,5
23163,Curicó Unido,Ponderada,644,11
23164,Colo-Colo,Absoluta,644,13
23165,Colo-Colo,Ponderada,644,5
23166,Unión La Calera,Absoluta,644,3
23167,Unión La Calera,Ponderada,644,2
23168,Universidad de Concepción,Absoluta,644,12
23169,Universidad de Concepción,Ponderada,644,18
23170,Palestino,Absoluta,644,8
23171,Palestino,Ponderada,644,4
23172,Universidad de Chile,Absoluta,644,4
23173,Universidad de Chile,Ponderada,644,12
23174,Cobresal,Absoluta,644,14
23175,Cobresal,Ponderada,644,13
23176,Universidad Católica,Absoluta,644,1
23177,Universidad Católica,Ponderada,644,1
23178,Iquique,Absoluta,644,18
23179,Iquique,Ponderada,644,17
23180,La Serena,Absoluta,644,15
23181,La Serena,Ponderada,644,15
23182,Coquimbo Unido,Absoluta,644,16
23183,Coquimbo Unido,Ponderada,644,9
23184,Everton,Absoluta,645,9
23185,Everton,Ponderada,645,15
23186,O'Higgins,Absoluta,645,12
23187,O'Higgins,Ponderada,645,9
23188,Antofagasta,Absoluta,645,6
23189,Antofagasta,Ponderada,645,14
23190,Audax Italiano,Absoluta,645,10
23191,Audax Italiano,Ponderada,645,11
23192,Santiago Wanderers,Absoluta,645,11
23193,Santiago Wanderers,Ponderada,645,8
23194,Huachipato,Absoluta,645,7
23195,Huachipato,Ponderada,645,7
23196,Unión Española,Absoluta,645,5
23197,Unión Española,Ponderada,645,4
23198,Curicó Unido,Absoluta,645,8
23199,Curicó Unido,Ponderada,645,16
23200,Colo-Colo,Absoluta,645,17
23201,Colo-Colo,Ponderada,645,6
23202,Unión La Calera,Absoluta,645,2
23203,Unión La Calera,Ponderada,645,2
23204,Universidad de Concepción,Absoluta,645,16
23205,Universidad de Concepción,Ponderada,645,17
23206,Palestino,Absoluta,645,4
23207,Palestino,Ponderada,645,3
23208,Universidad de Chile,Absoluta,645,3
23209,Universidad de Chile,Ponderada,645,13
23210,Cobresal,Absoluta,645,13
23211,Cobresal,Ponderada,645,12
23212,Universidad Católica,Absoluta,645,1
23213,Universidad Católica,Ponderada,645,1
23214,Iquique,Absoluta,645,18
23215,Iquique,Ponderada,645,18
23216,La Serena,Absoluta,645,14
23217,La Serena,Ponderada,645,10
23218,Coquimbo Unido,Absoluta,645,15
23219,Coquimbo Unido,Ponderada,645,5
23220,Everton,Absoluta,646,12
23221,Everton,Ponderada,646,16
23222,O'Higgins,Absoluta,646,11
23223,O'Higgins,Ponderada,646,7
23224,Antofagasta,Absoluta,646,4
23225,Antofagasta,Ponderada,646,12
23226,Audax Italiano,Absoluta,646,15
23227,Audax Italiano,Ponderada,646,10
23228,Santiago Wanderers,Absoluta,646,14
23229,Santiago Wanderers,Ponderada,646,11
23230,Huachipato,Absoluta,646,5
23231,Huachipato,Ponderada,646,6
23232,Unión Española,Absoluta,646,3
23233,Unión Española,Ponderada,646,3
23234,Curicó Unido,Absoluta,646,8
23235,Curicó Unido,Ponderada,646,13
23236,Colo-Colo,Absoluta,646,16
23237,Colo-Colo,Ponderada,646,5
23238,Unión La Calera,Absoluta,646,2
23239,Unión La Calera,Ponderada,646,2
23240,Universidad de Concepción,Absoluta,646,10
23241,Universidad de Concepción,Ponderada,646,17
23242,Palestino,Absoluta,646,7
23243,Palestino,Ponderada,646,4
23244,Universidad de Chile,Absoluta,646,6
23245,Universidad de Chile,Ponderada,646,15
23246,Cobresal,Absoluta,646,9
23247,Cobresal,Ponderada,646,8
23248,Universidad Católica,Absoluta,646,1
23249,Universidad Católica,Ponderada,646,1
23250,Iquique,Absoluta,646,17
23251,Iquique,Ponderada,646,18
23252,La Serena,Absoluta,646,13
23253,La Serena,Ponderada,646,9
23254,Coquimbo Unido,Absoluta,646,18
23255,Coquimbo Unido,Ponderada,646,14
23256,Everton,Absoluta,647,7
23257,Everton,Ponderada,647,12
23258,O'Higgins,Absoluta,647,9
23259,O'Higgins,Ponderada,647,9
23260,Antofagasta,Absoluta,647,4
23261,Antofagasta,Ponderada,647,13
23262,Audax Italiano,Absoluta,647,16
23263,Audax Italiano,Ponderada,647,14
23264,Santiago Wanderers,Absoluta,647,10
23265,Santiago Wanderers,Ponderada,647,7
23266,Huachipato,Absoluta,647,5
23267,Huachipato,Ponderada,647,5
23268,Unión Española,Absoluta,647,3
23269,Unión Española,Ponderada,647,3
23270,Curicó Unido,Absoluta,647,8
23271,Curicó Unido,Ponderada,647,15
23272,Colo-Colo,Absoluta,647,18
23273,Colo-Colo,Ponderada,647,8
23274,Unión La Calera,Absoluta,647,2
23275,Unión La Calera,Ponderada,647,2
23276,Universidad de Concepción,Absoluta,647,14
23277,Universidad de Concepción,Ponderada,647,18
23278,Palestino,Absoluta,647,6
23279,Palestino,Ponderada,647,4
23280,Universidad de Chile,Absoluta,647,11
23281,Universidad de Chile,Ponderada,647,16
23282,Cobresal,Absoluta,647,12
23283,Cobresal,Ponderada,647,11
23284,Universidad Católica,Absoluta,647,1
23285,Universidad Católica,Ponderada,647,1
23286,Iquique,Absoluta,647,15
23287,Iquique,Ponderada,647,17
23288,La Serena,Absoluta,647,13
23289,La Serena,Ponderada,647,6
23290,Coquimbo Unido,Absoluta,647,17
23291,Coquimbo Unido,Ponderada,647,10
23292,Everton,Absoluta,648,5
23293,Everton,Ponderada,648,13
23294,O'Higgins,Absoluta,648,13
23295,O'Higgins,Ponderada,648,8
23296,Antofagasta,Absoluta,648,9
23297,Antofagasta,Ponderada,648,16
23298,Audax Italiano,Absoluta,648,15
23299,Audax Italiano,Ponderada,648,12
23300,Santiago Wanderers,Absoluta,648,7
23301,Santiago Wanderers,Ponderada,648,5
23302,Huachipato,Absoluta,648,11
23303,Huachipato,Ponderada,648,7
23304,Unión Española,Absoluta,648,3
23305,Unión Española,Ponderada,648,3
23306,Curicó Unido,Absoluta,648,10
23307,Curicó Unido,Ponderada,648,15
23308,Colo-Colo,Absoluta,648,18
23309,Colo-Colo,Ponderada,648,6
23310,Unión La Calera,Absoluta,648,1
23311,Unión La Calera,Ponderada,648,2
23312,Universidad de Concepción,Absoluta,648,12
23313,Universidad de Concepción,Ponderada,648,17
23314,Palestino,Absoluta,648,8
23315,Palestino,Ponderada,648,4
23316,Universidad de Chile,Absoluta,648,4
23317,Universidad de Chile,Ponderada,648,14
23318,Cobresal,Absoluta,648,6
23319,Cobresal,Ponderada,648,9
23320,Universidad Católica,Absoluta,648,2
23321,Universidad Católica,Ponderada,648,1
23322,Iquique,Absoluta,648,17
23323,Iquique,Ponderada,648,18
23324,La Serena,Absoluta,648,14
23325,La Serena,Ponderada,648,11
23326,Coquimbo Unido,Absoluta,648,16
23327,Coquimbo Unido,Ponderada,648,10
23328,Everton,Absoluta,649,7
23329,Everton,Ponderada,649,12
23330,O'Higgins,Absoluta,649,5
23331,O'Higgins,Ponderada,649,6
23332,Antofagasta,Absoluta,649,9
23333,Antofagasta,Ponderada,649,16
23334,Audax Italiano,Absoluta,649,16
23335,Audax Italiano,Ponderada,649,13
23336,Santiago Wanderers,Absoluta,649,10
23337,Santiago Wanderers,Ponderada,649,7
23338,Huachipato,Absoluta,649,11
23339,Huachipato,Ponderada,649,8
23340,Unión Española,Absoluta,649,3
23341,Unión Española,Ponderada,649,3
23342,Curicó Unido,Absoluta,649,8
23343,Curicó Unido,Ponderada,649,14
23344,Colo-Colo,Absoluta,649,14
23345,Colo-Colo,Ponderada,649,5
23346,Unión La Calera,Absoluta,649,1
23347,Unión La Calera,Ponderada,649,2
23348,Universidad de Concepción,Absoluta,649,12
23349,Universidad de Concepción,Ponderada,649,17
23350,Palestino,Absoluta,649,6
23351,Palestino,Ponderada,649,4
23352,Universidad de Chile,Absoluta,649,4
23353,Universidad de Chile,Ponderada,649,11
23354,Cobresal,Absoluta,649,15
23355,Cobresal,Ponderada,649,15
23356,Universidad Católica,Absoluta,649,2
23357,Universidad Católica,Ponderada,649,1
23358,Iquique,Absoluta,649,18
23359,Iquique,Ponderada,649,18
23360,La Serena,Absoluta,649,13
23361,La Serena,Ponderada,649,9
23362,Coquimbo Unido,Absoluta,649,17
23363,Coquimbo Unido,Ponderada,649,10
23364,Everton,Absoluta,650,13
23365,Everton,Ponderada,650,16
23366,O'Higgins,Absoluta,650,7
23367,O'Higgins,Ponderada,650,6
23368,Antofagasta,Absoluta,650,8
23369,Antofagasta,Ponderada,650,15
23370,Audax Italiano,Absoluta,650,16
23371,Audax Italiano,Ponderada,650,13
23372,Santiago Wanderers,Absoluta,650,12
23373,Santiago Wanderers,Ponderada,650,8
23374,Huachipato,Absoluta,650,9
23375,Huachipato,Ponderada,650,7
23376,Unión Española,Absoluta,650,3
23377,Unión Española,Ponderada,650,4
23378,Curicó Unido,Absoluta,650,6
23379,Curicó Unido,Ponderada,650,12
23380,Colo-Colo,Absoluta,650,15
23381,Colo-Colo,Ponderada,650,5
23382,Unión La Calera,Absoluta,650,1
23383,Unión La Calera,Ponderada,650,2
23384,Universidad de Concepción,Absoluta,650,11
23385,Universidad de Concepción,Ponderada,650,17
23386,Palestino,Absoluta,650,4
23387,Palestino,Ponderada,650,3
23388,Universidad de Chile,Absoluta,650,5
23389,Universidad de Chile,Ponderada,650,14
23390,Cobresal,Absoluta,650,10
23391,Cobresal,Ponderada,650,9
23392,Universidad Católica,Absoluta,650,2
23393,Universidad Católica,Ponderada,650,1
23394,Iquique,Absoluta,650,17
23395,Iquique,Ponderada,650,18
23396,La Serena,Absoluta,650,14
23397,La Serena,Ponderada,650,10
23398,Coquimbo Unido,Absoluta,650,18
23399,Coquimbo Unido,Ponderada,650,11
23400,Everton,Absoluta,651,13
23401,Everton,Ponderada,651,15
23402,O'Higgins,Absoluta,651,11
23403,O'Higgins,Ponderada,651,9
23404,Antofagasta,Absoluta,651,6
23405,Antofagasta,Ponderada,651,13
23406,Audax Italiano,Absoluta,651,9
23407,Audax Italiano,Ponderada,651,7
23408,Santiago Wanderers,Absoluta,651,10
23409,Santiago Wanderers,Ponderada,651,8
23410,Huachipato,Absoluta,651,5
23411,Huachipato,Ponderada,651,6
23412,Unión Española,Absoluta,651,3
23413,Unión Española,Ponderada,651,4
23414,Curicó Unido,Absoluta,651,7
23415,Curicó Unido,Ponderada,651,11
23416,Colo-Colo,Absoluta,651,16
23417,Colo-Colo,Ponderada,651,5
23418,Unión La Calera,Absoluta,651,2
23419,Unión La Calera,Ponderada,651,2
23420,Universidad de Concepción,Absoluta,651,12
23421,Universidad de Concepción,Ponderada,651,18
23422,Palestino,Absoluta,651,4
23423,Palestino,Ponderada,651,3
23424,Universidad de Chile,Absoluta,651,8
23425,Universidad de Chile,Ponderada,651,14
23426,Cobresal,Absoluta,651,14
23427,Cobresal,Ponderada,651,12
23428,Universidad Católica,Absoluta,651,1
23429,Universidad Católica,Ponderada,651,1
23430,Iquique,Absoluta,651,15
23431,Iquique,Ponderada,651,17
23432,La Serena,Absoluta,651,17
23433,La Serena,Ponderada,651,16
23434,Coquimbo Unido,Absoluta,651,18
23435,Coquimbo Unido,Ponderada,651,10
23436,Everton,Absoluta,652,7
23437,Everton,Ponderada,652,13
23438,O'Higgins,Absoluta,652,5
23439,O'Higgins,Ponderada,652,5
23440,Antofagasta,Absoluta,652,8
23441,Antofagasta,Ponderada,652,15
23442,Audax Italiano,Absoluta,652,15
23443,Audax Italiano,Ponderada,652,10
23444,Santiago Wanderers,Absoluta,652,9
23445,Santiago Wanderers,Ponderada,652,7
23446,Huachipato,Absoluta,652,10
23447,Huachipato,Ponderada,652,9
23448,Unión Española,Absoluta,652,3
23449,Unión Española,Ponderada,652,3
23450,Curicó Unido,Absoluta,652,11
23451,Curicó Unido,Ponderada,652,14
23452,Colo-Colo,Absoluta,652,18
23453,Colo-Colo,Ponderada,652,6
23454,Unión La Calera,Absoluta,652,2
23455,Unión La Calera,Ponderada,652,2
23456,Universidad de Concepción,Absoluta,652,13
23457,Universidad de Concepción,Ponderada,652,18
23458,Palestino,Absoluta,652,4
23459,Palestino,Ponderada,652,4
23460,Universidad de Chile,Absoluta,652,6
23461,Universidad de Chile,Ponderada,652,16
23462,Cobresal,Absoluta,652,12
23463,Cobresal,Ponderada,652,11
23464,Universidad Católica,Absoluta,652,1
23465,Universidad Católica,Ponderada,652,1
23466,Iquique,Absoluta,652,17
23467,Iquique,Ponderada,652,17
23468,La Serena,Absoluta,652,16
23469,La Serena,Ponderada,652,12
23470,Coquimbo Unido,Absoluta,652,14
23471,Coquimbo Unido,Ponderada,652,8
23472,Everton,Absoluta,653,7
23473,Everton,Ponderada,653,12
23474,O'Higgins,Absoluta,653,13
23475,O'Higgins,Ponderada,653,9
23476,Antofagasta,Absoluta,653,5
23477,Antofagasta,Ponderada,653,13
23478,Audax Italiano,Absoluta,653,12
23479,Audax Italiano,Ponderada,653,8
23480,Santiago Wanderers,Absoluta,653,10
23481,Santiago Wanderers,Ponderada,653,6
23482,Huachipato,Absoluta,653,9
23483,Huachipato,Ponderada,653,7
23484,Unión Española,Absoluta,653,3
23485,Unión Española,Ponderada,653,4
23486,Curicó Unido,Absoluta,653,8
23487,Curicó Unido,Ponderada,653,14
23488,Colo-Colo,Absoluta,653,14
23489,Colo-Colo,Ponderada,653,5
23490,Unión La Calera,Absoluta,653,2
23491,Unión La Calera,Ponderada,653,2
23492,Universidad de Concepción,Absoluta,653,16
23493,Universidad de Concepción,Ponderada,653,18
23494,Palestino,Absoluta,653,4
23495,Palestino,Ponderada,653,3
23496,Universidad de Chile,Absoluta,653,6
23497,Universidad de Chile,Ponderada,653,16
23498,Cobresal,Absoluta,653,11
23499,Cobresal,Ponderada,653,11
23500,Universidad Católica,Absoluta,653,1
23501,Universidad Católica,Ponderada,653,1
23502,Iquique,Absoluta,653,15
23503,Iquique,Ponderada,653,17
23504,La Serena,Absoluta,653,17
23505,La Serena,Ponderada,653,15
23506,Coquimbo Unido,Absoluta,653,18
23507,Coquimbo Unido,Ponderada,653,10
23508,Everton,Absoluta,654,13
23509,Everton,Ponderada,654,14
23510,O'Higgins,Absoluta,654,9
23511,O'Higgins,Ponderada,654,6
23512,Antofagasta,Absoluta,654,6
23513,Antofagasta,Ponderada,654,13
23514,Audax Italiano,Absoluta,654,14
23515,Audax Italiano,Ponderada,654,12
23516,Santiago Wanderers,Absoluta,654,11
23517,Santiago Wanderers,Ponderada,654,7
23518,Huachipato,Absoluta,654,8
23519,Huachipato,Ponderada,654,8
23520,Unión Española,Absoluta,654,3
23521,Unión Española,Ponderada,654,3
23522,Curicó Unido,Absoluta,654,5
23523,Curicó Unido,Ponderada,654,11
23524,Colo-Colo,Absoluta,654,16
23525,Colo-Colo,Ponderada,654,5
23526,Unión La Calera,Absoluta,654,2
23527,Unión La Calera,Ponderada,654,2
23528,Universidad de Concepción,Absoluta,654,12
23529,Universidad de Concepción,Ponderada,654,17
23530,Palestino,Absoluta,654,4
23531,Palestino,Ponderada,654,4
23532,Universidad de Chile,Absoluta,654,7
23533,Universidad de Chile,Ponderada,654,16
23534,Cobresal,Absoluta,654,10
23535,Cobresal,Ponderada,654,10
23536,Universidad Católica,Absoluta,654,1
23537,Universidad Católica,Ponderada,654,1
23538,Iquique,Absoluta,654,18
23539,Iquique,Ponderada,654,18
23540,La Serena,Absoluta,654,17
23541,La Serena,Ponderada,654,15
23542,Coquimbo Unido,Absoluta,654,15
23543,Coquimbo Unido,Ponderada,654,9
23544,Everton,Absoluta,655,12
23545,Everton,Ponderada,655,14
23546,O'Higgins,Absoluta,655,7
23547,O'Higgins,Ponderada,655,6
23548,Antofagasta,Absoluta,655,4
23549,Antofagasta,Ponderada,655,13
23550,Audax Italiano,Absoluta,655,15
23551,Audax Italiano,Ponderada,655,11
23552,Santiago Wanderers,Absoluta,655,9
23553,Santiago Wanderers,Ponderada,655,5
23554,Huachipato,Absoluta,655,8
23555,Huachipato,Ponderada,655,7
23556,Unión Española,Absoluta,655,3
23557,Unión Española,Ponderada,655,3
23558,Curicó Unido,Absoluta,655,10
23559,Curicó Unido,Ponderada,655,15
23560,Colo-Colo,Absoluta,655,17
23561,Colo-Colo,Ponderada,655,8
23562,Unión La Calera,Absoluta,655,2
23563,Unión La Calera,Ponderada,655,2
23564,Universidad de Concepción,Absoluta,655,13
23565,Universidad de Concepción,Ponderada,655,17
23566,Palestino,Absoluta,655,6
23567,Palestino,Ponderada,655,4
23568,Universidad de Chile,Absoluta,655,5
23569,Universidad de Chile,Ponderada,655,16
23570,Cobresal,Absoluta,655,11
23571,Cobresal,Ponderada,655,10
23572,Universidad Católica,Absoluta,655,1
23573,Universidad Católica,Ponderada,655,1
23574,Iquique,Absoluta,655,16
23575,Iquique,Ponderada,655,18
23576,La Serena,Absoluta,655,14
23577,La Serena,Ponderada,655,9
23578,Coquimbo Unido,Absoluta,655,18
23579,Coquimbo Unido,Ponderada,655,12
23580,Everton,Absoluta,656,11
23581,Everton,Ponderada,656,14
23582,O'Higgins,Absoluta,656,6
23583,O'Higgins,Ponderada,656,5
23584,Antofagasta,Absoluta,656,7
23585,Antofagasta,Ponderada,656,16
23586,Audax Italiano,Absoluta,656,14
23587,Audax Italiano,Ponderada,656,11
23588,Santiago Wanderers,Absoluta,656,13
23589,Santiago Wanderers,Ponderada,656,10
23590,Huachipato,Absoluta,656,9
23591,Huachipato,Ponderada,656,8
23592,Unión Española,Absoluta,656,3
23593,Unión Española,Ponderada,656,3
23594,Curicó Unido,Absoluta,656,10
23595,Curicó Unido,Ponderada,656,15
23596,Colo-Colo,Absoluta,656,16
23597,Colo-Colo,Ponderada,656,6
23598,Unión La Calera,Absoluta,656,2
23599,Unión La Calera,Ponderada,656,2
23600,Universidad de Concepción,Absoluta,656,15
23601,Universidad de Concepción,Ponderada,656,18
23602,Palestino,Absoluta,656,4
23603,Palestino,Ponderada,656,4
23604,Universidad de Chile,Absoluta,656,5
23605,Universidad de Chile,Ponderada,656,13
23606,Cobresal,Absoluta,656,8
23607,Cobresal,Ponderada,656,12
23608,Universidad Católica,Absoluta,656,1
23609,Universidad Católica,Ponderada,656,1
23610,Iquique,Absoluta,656,18
23611,Iquique,Ponderada,656,17
23612,La Serena,Absoluta,656,12
23613,La Serena,Ponderada,656,7
23614,Coquimbo Unido,Absoluta,656,17
23615,Coquimbo Unido,Ponderada,656,9
23616,Everton,Absoluta,657,10
23617,Everton,Ponderada,657,15
23618,O'Higgins,Absoluta,657,5
23619,O'Higgins,Ponderada,657,7
23620,Antofagasta,Absoluta,657,6
23621,Antofagasta,Ponderada,657,13
23622,Audax Italiano,Absoluta,657,18
23623,Audax Italiano,Ponderada,657,10
23624,Santiago Wanderers,Absoluta,657,11
23625,Santiago Wanderers,Ponderada,657,9
23626,Huachipato,Absoluta,657,4
23627,Huachipato,Ponderada,657,6
