,n_sim,PenPon,AntAbs,Des1,Des2,PenAbs
1138,3349,Universidad de Concepción,Coquimbo Unido,Colo-Colo,Iquique,Iquique
1139,3351,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1140,3359,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1141,3361,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1142,3363,Universidad de Chile,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1143,3365,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
1144,3368,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1145,3376,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1146,3377,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1147,3378,Universidad de Chile,Audax Italiano,Coquimbo Unido,Iquique,Iquique
1148,3381,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
1149,3390,Universidad de Concepción,La Serena,Colo-Colo,Iquique,Iquique
1150,3392,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
1151,3393,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1152,3394,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
1153,3397,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1154,3402,Iquique,Coquimbo Unido,Audax Italiano,Universidad de Concepción,Universidad de Concepción
1155,3403,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1156,3406,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
1157,3408,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
1158,3412,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
1159,3413,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
1160,3414,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
1161,3417,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
1162,3422,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
1163,3423,Universidad de Concepción,Cobresal,Coquimbo Unido,Iquique,Iquique
1164,3427,Iquique,Iquique,Audax Italiano,Universidad de Concepción,Universidad de Concepción
1165,3435,Universidad de Chile,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1166,3438,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
1167,3440,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
1168,3443,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
1169,3444,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1170,3447,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1171,3449,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
1172,3451,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1173,3452,Iquique,La Serena,Colo-Colo,Universidad de Concepción,Universidad de Concepción
1174,3455,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
1175,3459,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1176,3460,Universidad de Chile,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1177,3462,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
1178,3464,Universidad de Concepción,Santiago Wanderers,Coquimbo Unido,Iquique,Iquique
1179,3470,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
1180,3477,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1181,3478,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1182,3481,Iquique,Iquique,Colo-Colo,Universidad de Concepción,Universidad de Concepción
1183,3483,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1184,3485,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1185,3486,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1186,3487,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
1187,3488,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
1188,3490,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1189,3491,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
1190,3493,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1191,3494,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
1192,3500,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1193,3506,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1194,3507,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
1195,3512,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1196,3514,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
1197,3515,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1198,3517,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1199,3524,Universidad de Concepción,Coquimbo Unido,Colo-Colo,Iquique,Iquique
1200,3526,Universidad de Chile,La Serena,Coquimbo Unido,Iquique,Iquique
1201,3528,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1202,3529,Universidad de Concepción,Cobresal,Coquimbo Unido,Iquique,Iquique
1203,3536,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
1204,3538,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
1205,3542,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1206,3543,Universidad de Concepción,Coquimbo Unido,Colo-Colo,Iquique,Iquique
1207,3545,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1208,3547,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
1209,3548,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1210,3555,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
1211,3556,Universidad de Concepción,Everton,Coquimbo Unido,Iquique,Iquique
1212,3561,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
1213,3564,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
1214,3567,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1215,3568,Universidad de Concepción,Cobresal,Coquimbo Unido,Iquique,Iquique
1216,3569,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
1217,3573,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1218,3574,Iquique,Iquique,Coquimbo Unido,Universidad de Concepción,Universidad de Concepción
1219,3578,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1220,3579,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
1221,3581,Iquique,Coquimbo Unido,Colo-Colo,Universidad de Concepción,Universidad de Concepción
1222,3583,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
1223,3584,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1224,3586,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1225,3594,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1226,3600,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1227,3604,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
1228,3606,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
1229,3607,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
1230,3612,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
1231,3620,Universidad de Chile,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1232,3623,Universidad de Concepción,Santiago Wanderers,Coquimbo Unido,Iquique,Iquique
1233,3625,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
1234,3626,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
1235,3628,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
1236,3631,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
1237,3638,Universidad de Concepción,Santiago Wanderers,Coquimbo Unido,Iquique,Iquique
1238,3640,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1239,3641,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1240,3647,Universidad de Chile,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1241,3649,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1242,3650,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1243,3656,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
1244,3658,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1245,3659,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
1246,3664,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
